s01a_03,s01a_02,area,depto,s01a_07_1,s01a_09,yhogpc,niv_ed,s06a_06,s06a_07,s06a_12,Real_No_Asiste,Pred_Logistica,Prob_Logistica,Pred_RandomForest,Prob_RandomForest
6.0,1.0,1.0,7.0,6.0,2.0,922.63330078125,0.0,1.0,2.0,1.0,0,1,0.5693654460030503,0,0.13666666666666666
7.0,2.0,2.0,8.0,6.0,2.0,1633.3333740234375,1.0,2.0,2.0,1.0,0,0,0.007065579623352903,0,0.0
13.0,2.0,2.0,2.0,6.0,2.0,3490.87353515625,2.0,5.0,1.0,1.0,0,0,0.1563910216557558,0,0.016666666666666666
13.0,2.0,1.0,7.0,6.0,1.0,1529.2115478515625,3.0,5.0,1.0,1.0,0,0,0.039136463031114246,0,0.02666666666666667
15.0,1.0,1.0,2.0,6.0,2.0,873.7999877929688,3.0,8.0,7.0,1.0,0,0,0.22150758994673547,0,0.02666666666666667
16.0,1.0,1.0,3.0,6.0,2.0,933.7039794921875,3.0,5.0,9.0,1.0,0,0,0.19198985306726066,0,0.0033333333333333335
15.0,2.0,1.0,9.0,6.0,2.0,2160.28564453125,3.0,8.0,1.0,1.0,0,0,0.10162233383558936,0,0.006666666666666667
6.0,2.0,1.0,2.0,6.0,2.0,338.5375061035156,0.0,5.0,1.0,1.0,0,0,0.07742103405838989,0,0.0033333333333333335
10.0,1.0,1.0,6.0,6.0,2.0,2139.6416015625,1.0,5.0,1.0,1.0,0,0,0.03270568641330084,0,0.0
19.0,1.0,1.0,7.0,6.0,2.0,2709.537353515625,4.0,8.0,1.0,1.0,0,1,0.9522441413643674,0,0.48333333333333334
13.0,2.0,1.0,2.0,6.0,2.0,1868.574951171875,3.0,3.0,1.0,1.0,0,0,0.013730696928596364,0,0.0
10.0,1.0,1.0,2.0,6.0,1.0,1261.2667236328125,1.0,5.0,1.0,1.0,0,0,0.02210296930958418,0,0.0
6.0,2.0,2.0,7.0,6.0,2.0,519.5999755859375,0.0,5.0,1.0,1.0,0,0,0.2002555453008271,0,0.0033333333333333335
9.0,1.0,1.0,7.0,6.0,2.0,768.5750122070312,1.0,8.0,2.0,1.0,1,0,0.043809264752835225,0,0.0
16.0,2.0,1.0,7.0,6.0,2.0,2147.699951171875,3.0,8.0,2.0,1.0,0,0,0.42621458568042053,0,0.016666666666666666
14.0,2.0,2.0,8.0,6.0,2.0,913.3666381835938,3.0,1.0,2.0,1.0,0,0,0.293093809177397,0,0.006666666666666667
10.0,2.0,1.0,3.0,6.0,2.0,2546.508056640625,1.0,5.0,1.0,1.0,0,0,0.012700616516831298,0,0.0
15.0,2.0,1.0,3.0,6.0,2.0,1522.4554443359375,3.0,8.0,1.0,1.0,0,0,0.05763411672785936,0,0.0
19.0,1.0,2.0,3.0,6.0,2.0,1424.693359375,4.0,5.0,5.0,1.0,0,1,0.9587516015842937,0,0.43
6.0,1.0,1.0,6.0,6.0,2.0,3069.4443359375,0.0,4.0,1.0,1.0,0,0,0.1279885844824258,0,0.01
17.0,2.0,1.0,9.0,6.0,2.0,2000.0,3.0,8.0,1.0,1.0,0,0,0.3328066009957601,0,0.0
6.0,2.0,2.0,7.0,6.0,2.0,1246.5277099609375,0.0,6.0,5.0,1.0,0,0,0.28835174006378633,0,0.02666666666666667
16.0,1.0,1.0,7.0,6.0,2.0,3943.89990234375,3.0,8.0,1.0,1.0,0,0,0.2701757344176492,0,0.01
12.0,2.0,1.0,8.0,6.0,2.0,555.0,1.0,6.0,1.0,1.0,0,0,0.08349467903441594,0,0.0
16.0,1.0,1.0,8.0,6.0,2.0,214.2857208251953,3.0,1.0,1.0,1.0,0,0,0.4075226473078009,0,0.01
8.0,1.0,2.0,2.0,6.0,2.0,485.0,1.0,1.0,7.0,1.0,0,0,0.052143264837308155,0,0.0033333333333333335
16.0,1.0,1.0,3.0,6.0,2.0,3095.83349609375,3.0,8.0,1.0,1.0,0,0,0.1370042156153218,0,0.04
19.0,2.0,1.0,3.0,6.0,2.0,671.1500244140625,4.0,5.0,2.0,1.0,0,1,0.9527463941013332,0,0.3433333333333333
10.0,2.0,1.0,2.0,6.0,2.0,2819.800048828125,1.0,5.0,1.0,1.0,0,0,0.015327092635669993,0,0.0
17.0,1.0,2.0,4.0,2.0,1.0,561.111083984375,3.0,1.0,7.0,1.0,0,1,0.8701983112624886,0,0.06333333333333334
14.0,2.0,1.0,4.0,6.0,2.0,2648.958251953125,3.0,8.0,1.0,1.0,0,0,0.029747723141969974,0,0.0
10.0,1.0,1.0,2.0,6.0,2.0,3269.4443359375,1.0,3.0,1.0,1.0,0,0,0.013792822645630249,0,0.0
10.0,2.0,1.0,1.0,6.0,2.0,1134.699951171875,1.0,8.0,2.0,1.0,0,0,0.0407166401133698,0,0.0
17.0,2.0,2.0,3.0,27.0,2.0,62.5,3.0,1.0,7.0,1.0,0,1,0.8770428033381164,0,0.05
10.0,2.0,1.0,2.0,6.0,2.0,4250.83349609375,1.0,5.0,1.0,1.0,0,0,0.014140217985847837,0,0.0
8.0,1.0,1.0,7.0,6.0,2.0,1137.9583740234375,1.0,8.0,2.0,1.0,0,0,0.021009429961310565,0,0.0
15.0,1.0,1.0,8.0,6.0,2.0,1822.4261474609375,3.0,5.0,5.0,1.0,0,0,0.1500676366358807,0,0.01
16.0,2.0,2.0,7.0,6.0,2.0,947.6799926757812,3.0,7.0,2.0,1.0,0,1,0.5139183594517298,0,0.06
16.0,1.0,2.0,2.0,2.0,1.0,704.8095092773438,3.0,5.0,8.0,1.0,0,1,0.5049403302141781,0,0.006666666666666667
15.0,1.0,2.0,6.0,6.0,2.0,812.2916870117188,3.0,8.0,1.0,1.0,0,0,0.19846854474006093,0,0.01
9.0,2.0,1.0,2.0,6.0,2.0,1021.0,1.0,5.0,1.0,1.0,0,0,0.00818540067235938,0,0.0
11.0,1.0,1.0,1.0,6.0,2.0,1569.1806640625,1.0,5.0,2.0,1.0,0,0,0.12514533265290362,0,0.0
17.0,2.0,1.0,7.0,6.0,2.0,811.875,3.0,8.0,1.0,1.0,0,0,0.4051944983155488,0,0.0
11.0,2.0,1.0,7.0,6.0,2.0,1236.4000244140625,1.0,5.0,2.0,1.0,0,0,0.14858734438101875,0,0.0
11.0,1.0,1.0,2.0,6.0,2.0,1792.006591796875,1.0,3.0,1.0,1.0,0,0,0.030830389639366268,0,0.0
12.0,2.0,1.0,3.0,6.0,2.0,889.875,1.0,8.0,5.0,1.0,0,0,0.0681397422949406,0,0.0
13.0,2.0,1.0,3.0,6.0,2.0,4125.0,2.0,8.0,1.0,1.0,0,0,0.07320299652957855,0,0.0
11.0,2.0,1.0,6.0,6.0,2.0,1279.6666259765625,1.0,6.0,1.0,1.0,0,0,0.06017382366307641,0,0.0
17.0,2.0,2.0,1.0,6.0,2.0,1319.0167236328125,3.0,5.0,1.0,1.0,0,0,0.42836398145816434,0,0.03
19.0,2.0,1.0,2.0,6.0,2.0,1910.0,4.0,3.0,1.0,1.0,1,1,0.8642674237078672,0,0.18666666666666668
19.0,1.0,1.0,4.0,6.0,2.0,1239.46240234375,4.0,8.0,1.0,1.0,0,1,0.9082792405232265,0,0.24666666666666667
9.0,1.0,2.0,4.0,6.0,1.0,557.0833129882812,1.0,5.0,7.0,1.0,0,0,0.03994044070565937,0,0.0
8.0,1.0,2.0,2.0,2.0,1.0,221.25,1.0,1.0,8.0,1.0,0,0,0.048980520662823906,0,0.0033333333333333335
7.0,1.0,2.0,8.0,6.0,1.0,433.0555419921875,1.0,1.0,4.0,1.0,0,0,0.005841723160052243,0,0.0
15.0,1.0,1.0,1.0,6.0,2.0,1711.4693603515625,3.0,5.0,1.0,1.0,0,0,0.13081293433367377,0,0.0033333333333333335
16.0,1.0,1.0,3.0,6.0,2.0,300.0,3.0,8.0,1.0,1.0,0,0,0.1570190617632949,0,0.04
9.0,1.0,1.0,3.0,6.0,2.0,2062.55615234375,1.0,8.0,9.0,1.0,0,0,0.0076241677992313,0,0.0
19.0,2.0,1.0,2.0,6.0,2.0,1218.9000244140625,4.0,5.0,1.0,1.0,0,1,0.9070829763077698,1,0.6933333333333334
12.0,1.0,2.0,2.0,6.0,1.0,600.0,2.0,5.0,2.0,1.0,0,0,0.25478419938487357,0,0.013333333333333334
12.0,1.0,1.0,3.0,6.0,2.0,2890.680908203125,1.0,8.0,9.0,1.0,0,0,0.06272901862900168,0,0.0
19.0,2.0,1.0,6.0,6.0,2.0,540.120849609375,4.0,5.0,1.0,1.0,1,1,0.9397823953927846,0,0.49
14.0,2.0,1.0,7.0,6.0,2.0,277.0833435058594,1.0,2.0,2.0,1.0,1,1,0.6372136302204174,0,0.04
16.0,1.0,1.0,7.0,6.0,2.0,2780.041748046875,3.0,8.0,1.0,1.0,0,0,0.2834930393960016,0,0.0
6.0,2.0,1.0,4.0,6.0,2.0,1466.6666259765625,0.0,5.0,2.0,1.0,0,0,0.1496654023882995,0,0.0
17.0,2.0,1.0,4.0,6.0,2.0,719.6428833007812,3.0,8.0,1.0,1.0,0,0,0.23820482182762756,0,0.0033333333333333335
17.0,1.0,2.0,6.0,6.0,2.0,797.0238037109375,3.0,5.0,7.0,1.0,0,1,0.7795677311936637,0,0.013333333333333334
16.0,2.0,1.0,7.0,6.0,2.0,1542.7110595703125,3.0,7.0,1.0,1.0,0,0,0.21530421283324228,0,0.01
7.0,1.0,1.0,7.0,6.0,2.0,1598.3333740234375,0.0,5.0,1.0,1.0,0,0,0.3063540934012509,0,0.0033333333333333335
11.0,1.0,1.0,7.0,6.0,2.0,3500.550048828125,2.0,8.0,1.0,1.0,0,0,0.05864575433648419,0,0.0
8.0,1.0,2.0,3.0,27.0,2.0,328.75,1.0,8.0,8.0,1.0,0,0,0.021494210882479048,0,0.0
7.0,1.0,1.0,2.0,6.0,2.0,1001.4666137695312,0.0,5.0,1.0,1.0,0,0,0.18664051734509185,0,0.0
11.0,1.0,1.0,4.0,6.0,2.0,4639.0,1.0,8.0,1.0,1.0,0,0,0.028919153884562728,0,0.0
7.0,1.0,1.0,2.0,6.0,2.0,1425.0250244140625,1.0,5.0,1.0,1.0,0,0,0.0025013313065090853,0,0.006666666666666667
10.0,2.0,1.0,1.0,6.0,2.0,1740.0,1.0,5.0,1.0,1.0,0,0,0.01987130715916311,0,0.0
17.0,1.0,2.0,1.0,6.0,2.0,981.7667236328125,3.0,5.0,5.0,1.0,0,1,0.5990684265960908,0,0.07666666666666666
17.0,1.0,1.0,2.0,2.0,1.0,1993.9400634765625,3.0,5.0,1.0,1.0,0,0,0.4058158737701747,0,0.043333333333333335
19.0,1.0,1.0,6.0,6.0,2.0,1717.245849609375,4.0,5.0,1.0,1.0,1,1,0.9519784577598552,1,0.59
9.0,2.0,1.0,2.0,6.0,2.0,1331.0,1.0,5.0,2.0,1.0,0,0,0.0195571012694309,0,0.0
19.0,2.0,1.0,3.0,6.0,2.0,1486.1500244140625,4.0,5.0,5.0,1.0,1,1,0.9184394046883789,0,0.19666666666666666
19.0,1.0,1.0,7.0,6.0,2.0,3745.41650390625,5.0,5.0,2.0,1.0,0,1,0.7229929224227273,0,0.09
9.0,2.0,2.0,2.0,6.0,2.0,72.66667175292969,1.0,2.0,5.0,1.0,0,0,0.019421722965641822,0,0.0
6.0,2.0,1.0,7.0,6.0,2.0,1145.0,0.0,5.0,1.0,1.0,0,0,0.1376286306528218,0,0.01
14.0,1.0,2.0,5.0,6.0,2.0,3050.0,3.0,8.0,7.0,1.0,0,0,0.1181477345088169,0,0.0
11.0,1.0,1.0,8.0,6.0,2.0,993.3333129882812,1.0,5.0,1.0,1.0,0,0,0.046968150785888375,0,0.0
10.0,1.0,1.0,5.0,6.0,2.0,750.0,1.0,8.0,1.0,1.0,0,0,0.014203020524979565,0,0.0
17.0,1.0,1.0,7.0,6.0,2.0,1206.1904296875,3.0,5.0,1.0,1.0,0,1,0.5239998467740319,0,0.016666666666666666
13.0,1.0,2.0,9.0,6.0,2.0,402.7778015136719,3.0,1.0,6.0,2.0,0,0,0.463761137603961,0,0.04
19.0,2.0,1.0,2.0,6.0,2.0,757.75,4.0,1.0,1.0,1.0,0,1,0.9608278562219452,0,0.31666666666666665
10.0,1.0,1.0,4.0,6.0,1.0,1199.166748046875,1.0,5.0,1.0,1.0,0,0,0.020209095761321374,0,0.0
9.0,1.0,2.0,8.0,6.0,2.0,625.0,1.0,6.0,2.0,1.0,0,0,0.04786419561594864,0,0.006666666666666667
12.0,1.0,1.0,5.0,6.0,2.0,523.0555419921875,1.0,5.0,2.0,1.0,0,0,0.16027885900534108,0,0.0
6.0,1.0,2.0,2.0,2.0,1.0,478.6666564941406,0.0,5.0,5.0,1.0,0,0,0.24161339697380313,0,0.05333333333333334
14.0,1.0,1.0,7.0,6.0,2.0,2952.75,3.0,5.0,1.0,1.0,0,0,0.09834622616385427,0,0.0
15.0,2.0,1.0,1.0,6.0,2.0,900.3966674804688,3.0,5.0,2.0,1.0,0,0,0.22206286018080706,0,0.0
9.0,2.0,2.0,6.0,6.0,2.0,144.44444274902344,1.0,6.0,8.0,1.0,0,0,0.04337505226006105,0,0.006666666666666667
6.0,2.0,1.0,8.0,6.0,2.0,1681.199951171875,0.0,5.0,1.0,1.0,0,0,0.07240049233488974,0,0.0
8.0,2.0,1.0,8.0,6.0,2.0,214.2857208251953,1.0,1.0,1.0,1.0,0,0,0.010059060042684805,0,0.0
19.0,1.0,1.0,6.0,6.0,2.0,2045.4166259765625,4.0,8.0,1.0,1.0,0,1,0.9411521915782914,1,0.72
14.0,2.0,2.0,5.0,6.0,2.0,1249.300048828125,3.0,5.0,7.0,1.0,0,0,0.11736024752036417,0,0.006666666666666667
11.0,2.0,1.0,7.0,6.0,2.0,1133.3333740234375,1.0,8.0,2.0,1.0,0,0,0.12610832811448475,0,0.0
10.0,2.0,1.0,7.0,6.0,2.0,1390.5167236328125,1.0,8.0,1.0,1.0,0,0,0.026907376717772432,0,0.0033333333333333335
6.0,1.0,2.0,2.0,6.0,1.0,486.0,0.0,5.0,7.0,1.0,0,0,0.3099781591277631,0,0.01
6.0,2.0,1.0,5.0,6.0,2.0,904.8333129882812,0.0,8.0,1.0,1.0,0,0,0.04686833641833345,0,0.01
7.0,1.0,1.0,3.0,6.0,2.0,1247.2559814453125,0.0,5.0,1.0,1.0,0,0,0.1554740231905849,0,0.0
12.0,2.0,1.0,7.0,6.0,2.0,2910.0,3.0,8.0,1.0,1.0,0,0,0.014914125613180666,0,0.0
7.0,2.0,1.0,7.0,6.0,2.0,2271.183349609375,1.0,8.0,2.0,1.0,0,0,0.00703252818491753,0,0.18666666666666668
15.0,2.0,1.0,7.0,6.0,2.0,628.7000122070312,3.0,5.0,2.0,1.0,0,0,0.3204247111131394,0,0.0
11.0,2.0,2.0,2.0,6.0,2.0,866.0,1.0,1.0,7.0,1.0,0,0,0.26570645725223424,0,0.0
15.0,2.0,1.0,2.0,6.0,2.0,360.9166564941406,3.0,3.0,1.0,1.0,0,0,0.06218344904805271,0,0.0033333333333333335
11.0,1.0,1.0,7.0,6.0,2.0,428.7416687011719,1.0,5.0,2.0,1.0,0,0,0.19892021317357222,0,0.0
18.0,2.0,1.0,2.0,6.0,2.0,12722.7080078125,3.0,3.0,1.0,1.0,0,0,0.23002937457528497,0,0.0
14.0,1.0,1.0,2.0,6.0,2.0,2265.83349609375,3.0,4.0,1.0,1.0,0,0,0.05279754620078695,0,0.0
11.0,1.0,1.0,2.0,6.0,2.0,999.25,1.0,5.0,1.0,1.0,0,0,0.046761886808546725,0,0.0
17.0,1.0,1.0,4.0,6.0,2.0,3079.5,3.0,7.0,2.0,1.0,0,0,0.4449775455061606,0,0.013333333333333334
19.0,1.0,1.0,2.0,6.0,2.0,2000.0,4.0,3.0,1.0,1.0,0,1,0.8959067426795688,1,0.5433333333333333
19.0,2.0,1.0,7.0,6.0,2.0,2703.566650390625,4.0,6.0,1.0,1.0,0,1,0.9543948804503826,0,0.38666666666666666
14.0,2.0,1.0,8.0,6.0,2.0,873.24169921875,2.0,5.0,5.0,1.0,0,0,0.3006017309061084,0,0.016666666666666666
8.0,1.0,1.0,9.0,995.0,2.0,1072.1387939453125,0.0,8.0,1.0,1.0,1,1,0.9581742624191505,1,0.67
19.0,1.0,2.0,3.0,6.0,2.0,660.0,3.0,5.0,7.0,1.0,1,1,0.8917763611629602,0,0.23333333333333334
15.0,2.0,1.0,2.0,6.0,2.0,2535.395751953125,3.0,3.0,1.0,1.0,0,0,0.0553170930047799,0,0.0
15.0,2.0,1.0,8.0,6.0,2.0,599.6666870117188,3.0,8.0,6.0,1.0,0,0,0.2220348263209258,0,0.02
6.0,2.0,2.0,6.0,6.0,2.0,958.5,0.0,6.0,1.0,1.0,0,0,0.18096716292673817,0,0.06333333333333334
10.0,2.0,2.0,5.0,27.0,2.0,441.1111145019531,1.0,1.0,8.0,1.0,0,0,0.1590280181342376,0,0.006666666666666667
8.0,2.0,1.0,7.0,6.0,2.0,1169.0999755859375,1.0,5.0,2.0,1.0,0,0,0.01881980853155424,0,0.0
18.0,1.0,1.0,7.0,6.0,2.0,2895.466796875,3.0,5.0,2.0,1.0,0,1,0.8371357871978621,0,0.07
13.0,2.0,1.0,2.0,6.0,2.0,832.25,3.0,3.0,1.0,1.0,0,0,0.014556487932017593,0,0.0033333333333333335
7.0,1.0,1.0,2.0,6.0,2.0,881.625,1.0,4.0,1.0,1.0,0,0,0.0025248254483152765,0,0.0
14.0,2.0,1.0,2.0,6.0,2.0,798.3333129882812,3.0,3.0,1.0,1.0,0,0,0.03000889461322806,0,0.0
13.0,1.0,1.0,2.0,6.0,2.0,1127.7833251953125,3.0,3.0,1.0,1.0,0,0,0.019351377146636616,0,0.0
11.0,1.0,1.0,3.0,6.0,2.0,626.2000122070312,1.0,5.0,9.0,1.0,0,0,0.04245037617292919,0,0.0
14.0,2.0,1.0,4.0,6.0,2.0,1320.0,3.0,3.0,1.0,1.0,0,0,0.026579459524795502,0,0.0
6.0,1.0,1.0,9.0,6.0,2.0,1410.666748046875,0.0,8.0,9.0,1.0,0,0,0.13012610604012323,0,0.0033333333333333335
16.0,2.0,1.0,3.0,6.0,2.0,720.0,3.0,5.0,2.0,1.0,0,0,0.28600586108621556,0,0.01
6.0,2.0,1.0,9.0,6.0,2.0,2833.333251953125,0.0,6.0,2.0,1.0,0,0,0.24663854028804186,0,0.0033333333333333335
14.0,1.0,2.0,1.0,27.0,2.0,2090.89990234375,3.0,5.0,5.0,1.0,0,0,0.23757242406810103,0,0.12666666666666668
17.0,2.0,1.0,8.0,6.0,2.0,1200.0,3.0,1.0,6.0,1.0,0,1,0.7820077808126725,0,0.08666666666666667
17.0,1.0,1.0,3.0,6.0,2.0,2411.138916015625,3.0,8.0,1.0,1.0,0,0,0.25655816552641925,0,0.013333333333333334
12.0,2.0,1.0,6.0,6.0,2.0,666.6666870117188,1.0,6.0,1.0,1.0,0,0,0.1217359566786818,0,0.0
7.0,1.0,1.0,3.0,6.0,2.0,2261.163330078125,1.0,5.0,1.0,1.0,0,0,0.0019412453469503552,0,0.0
13.0,1.0,1.0,3.0,6.0,2.0,2591.666748046875,3.0,8.0,1.0,1.0,0,0,0.017574987712564022,0,0.0
10.0,2.0,1.0,2.0,6.0,1.0,1138.4041748046875,1.0,2.0,1.0,1.0,0,0,0.017175269332591222,0,0.0
8.0,2.0,2.0,4.0,2.0,2.0,805.5556030273438,1.0,1.0,8.0,1.0,0,0,0.03297482766987361,0,0.023333333333333334
6.0,2.0,1.0,3.0,6.0,2.0,389.4166564941406,0.0,8.0,6.0,1.0,0,0,0.1671558915074651,0,0.07333333333333333
10.0,2.0,1.0,4.0,6.0,2.0,815.625,1.0,8.0,1.0,1.0,0,0,0.012879342527706113,0,0.0
11.0,2.0,1.0,2.0,6.0,2.0,570.3228759765625,1.0,5.0,1.0,1.0,0,0,0.035681981214363584,0,0.0
8.0,2.0,1.0,7.0,6.0,2.0,1360.466552734375,1.0,8.0,1.0,1.0,0,0,0.006299239278800439,0,0.0
13.0,1.0,1.0,2.0,6.0,2.0,888.3753051757812,3.0,5.0,1.0,1.0,0,0,0.028638694920357654,0,0.0
17.0,2.0,1.0,2.0,6.0,2.0,704.8611450195312,3.0,5.0,1.0,1.0,0,0,0.2951180075061911,0,0.0
10.0,2.0,1.0,7.0,6.0,2.0,403.0333251953125,1.0,5.0,2.0,1.0,0,0,0.08051216580806855,0,0.006666666666666667
12.0,1.0,1.0,6.0,6.0,2.0,482.97998046875,2.0,5.0,2.0,1.0,0,0,0.2634145305366539,0,0.0033333333333333335
19.0,1.0,1.0,3.0,6.0,2.0,1740.0,3.0,8.0,1.0,1.0,0,1,0.6104195409412286,1,0.6266666666666667
15.0,2.0,1.0,2.0,6.0,2.0,501.0,3.0,5.0,1.0,1.0,0,0,0.08837433772620472,0,0.0
19.0,2.0,1.0,1.0,6.0,2.0,3182.333251953125,4.0,5.0,1.0,1.0,0,1,0.9144204535911862,0,0.09
13.0,1.0,1.0,2.0,6.0,2.0,1207.97216796875,3.0,5.0,1.0,1.0,0,0,0.028134819576294396,0,0.0
18.0,2.0,2.0,6.0,6.0,2.0,2580.27783203125,3.0,5.0,9.0,1.0,1,1,0.6655624858199899,0,0.16333333333333333
10.0,2.0,1.0,8.0,6.0,2.0,1703.416748046875,1.0,5.0,1.0,1.0,0,0,0.01638946697658619,0,0.0
19.0,2.0,2.0,5.0,6.0,1.0,179.1666717529297,6.0,5.0,7.0,1.0,1,1,0.9820297541534416,0,0.4033333333333333
17.0,2.0,1.0,8.0,6.0,2.0,779.4000244140625,3.0,5.0,2.0,1.0,0,1,0.5074000355321068,0,0.29
6.0,1.0,1.0,3.0,6.0,2.0,1702.7476806640625,1.0,8.0,2.0,1.0,0,0,0.001939026611252423,0,0.01
16.0,1.0,1.0,7.0,6.0,1.0,2728.711181640625,3.0,8.0,2.0,1.0,0,0,0.48834652083681573,0,0.0033333333333333335
17.0,1.0,1.0,7.0,6.0,2.0,979.6099853515625,3.0,5.0,1.0,1.0,0,1,0.5272293974057283,0,0.006666666666666667
9.0,1.0,1.0,5.0,6.0,1.0,437.1875,1.0,8.0,1.0,1.0,0,0,0.006813365306304422,0,0.0
9.0,1.0,1.0,8.0,6.0,2.0,359.2166442871094,1.0,1.0,5.0,1.0,0,0,0.03957046643838827,0,0.0
6.0,1.0,2.0,4.0,6.0,2.0,1460.0,0.0,3.0,7.0,1.0,0,0,0.2114523381494144,0,0.01
11.0,2.0,1.0,7.0,6.0,2.0,1000.0167236328125,1.0,6.0,1.0,1.0,0,0,0.07770551157409375,0,0.0
11.0,2.0,1.0,1.0,6.0,2.0,1878.125,1.0,5.0,1.0,1.0,0,0,0.040349904688401834,0,0.0
9.0,2.0,2.0,4.0,6.0,2.0,443.2166748046875,1.0,7.0,7.0,1.0,0,0,0.022242449647807905,0,0.0
17.0,2.0,1.0,7.0,6.0,2.0,805.0,3.0,8.0,1.0,1.0,0,0,0.40528922009890817,0,0.0
15.0,1.0,2.0,5.0,6.0,2.0,1172.2222900390625,3.0,5.0,1.0,1.0,0,0,0.12379400664198126,0,0.0033333333333333335
13.0,2.0,2.0,2.0,6.0,2.0,1287.5,2.0,5.0,7.0,1.0,0,0,0.3608134554583612,0,0.006666666666666667
8.0,2.0,2.0,2.0,6.0,2.0,81.18054962158203,1.0,8.0,7.0,1.0,0,0,0.013727295045674907,0,0.13
14.0,1.0,1.0,9.0,6.0,2.0,1545.0,3.0,8.0,1.0,1.0,0,0,0.07076613304730196,0,0.0
16.0,2.0,1.0,2.0,6.0,2.0,504.1666564941406,3.0,3.0,1.0,1.0,0,0,0.120857896012453,0,0.0
12.0,1.0,1.0,3.0,6.0,2.0,680.0,2.0,8.0,1.0,1.0,0,0,0.058834357291319465,0,0.0
15.0,2.0,1.0,2.0,6.0,2.0,1067.3519287109375,3.0,5.0,1.0,1.0,0,0,0.08580059697093034,0,0.006666666666666667
10.0,2.0,1.0,7.0,6.0,2.0,1520.625,1.0,8.0,2.0,1.0,0,0,0.0632526025554924,0,0.0
13.0,2.0,1.0,2.0,6.0,2.0,3706.666748046875,3.0,3.0,1.0,1.0,0,0,0.012378137142819629,0,0.0
10.0,2.0,1.0,7.0,6.0,2.0,1150.2646484375,1.0,8.0,1.0,1.0,0,0,0.02726931894462848,0,0.0
10.0,1.0,2.0,5.0,6.0,2.0,186.6666717529297,1.0,1.0,8.0,1.0,0,0,0.11383164355229473,0,0.006666666666666667
16.0,2.0,1.0,5.0,6.0,2.0,2329.738037109375,3.0,5.0,1.0,1.0,0,0,0.11846947418052507,0,0.0
15.0,2.0,1.0,2.0,6.0,2.0,993.1412963867188,3.0,5.0,1.0,1.0,0,0,0.08613393354388962,0,0.0
11.0,2.0,2.0,9.0,6.0,2.0,2007.3416748046875,1.0,5.0,2.0,1.0,0,0,0.16536373243977537,0,0.01
7.0,1.0,1.0,7.0,6.0,2.0,439.5833435058594,1.0,5.0,2.0,1.0,0,0,0.01283110348893241,0,0.0
6.0,2.0,1.0,3.0,6.0,2.0,794.0476684570312,0.0,8.0,1.0,1.0,0,0,0.051848225385263326,0,0.023333333333333334
10.0,1.0,2.0,8.0,6.0,2.0,466.388916015625,1.0,8.0,7.0,1.0,0,0,0.07508070752344011,0,0.006577605798169645
13.0,2.0,1.0,2.0,6.0,1.0,577.3333129882812,3.0,5.0,1.0,1.0,0,0,0.021139357264834124,0,0.0
10.0,2.0,1.0,5.0,6.0,2.0,980.5,1.0,5.0,1.0,1.0,0,0,0.012571305242877378,0,0.0
16.0,1.0,2.0,1.0,27.0,2.0,977.3106079101562,3.0,5.0,7.0,1.0,0,1,0.730167344472033,1,0.5133333333333333
15.0,2.0,2.0,8.0,6.0,2.0,830.0,3.0,2.0,1.0,1.0,0,0,0.13109750321830468,0,0.0033333333333333335
19.0,2.0,1.0,7.0,6.0,2.0,73979.3984375,4.0,8.0,1.0,1.0,0,0,0.19975160243157944,0,0.06333333333333334
10.0,2.0,2.0,1.0,27.0,2.0,977.3106079101562,1.0,5.0,7.0,1.0,0,0,0.14869953512094822,0,0.0033333333333333335
9.0,1.0,1.0,8.0,6.0,2.0,1144.07080078125,1.0,1.0,9.0,1.0,0,0,0.028893675860525044,0,0.02
8.0,2.0,1.0,2.0,6.0,2.0,894.3299560546875,1.0,5.0,1.0,1.0,0,0,0.003961093547009321,0,0.0
11.0,2.0,1.0,7.0,6.0,2.0,571.6666870117188,1.0,8.0,2.0,1.0,0,0,0.12968937341098133,0,0.0
17.0,1.0,1.0,7.0,6.0,2.0,6137.5,3.0,8.0,1.0,1.0,0,0,0.40569211938553895,0,0.0033333333333333335
15.0,2.0,1.0,1.0,6.0,2.0,877.0499877929688,3.0,8.0,1.0,1.0,0,0,0.08717930951875673,0,0.0
15.0,1.0,2.0,9.0,6.0,2.0,989.7000122070312,3.0,8.0,7.0,2.0,0,0,0.4788521665129546,0,0.03
10.0,1.0,1.0,3.0,6.0,2.0,2411.138916015625,1.0,8.0,1.0,1.0,0,0,0.01427216449679864,0,0.0
10.0,1.0,1.0,7.0,6.0,2.0,871.5972290039062,1.0,8.0,1.0,1.0,0,0,0.03725806197422934,0,0.0
11.0,2.0,2.0,3.0,6.0,1.0,968.3333740234375,1.0,5.0,7.0,1.0,0,0,0.10469055001320034,0,0.0
16.0,2.0,1.0,6.0,6.0,2.0,1384.300048828125,1.0,6.0,2.0,1.0,0,1,0.8620492573722793,0,0.28
14.0,2.0,1.0,4.0,6.0,2.0,766.1000366210938,3.0,5.0,2.0,1.0,0,0,0.0927130066583919,0,0.016666666666666666
14.0,2.0,2.0,6.0,6.0,2.0,201.55555725097656,3.0,8.0,5.0,1.0,0,0,0.11501935212659292,0,0.03
